	A	Coef	t	P.value	F	F.p.value	Results	genes
g10058	2.05598747829468	-2.11940299442275	-3.18751482911633	0.00184660418944725	36.4215635966431	2.17743692632268e-06	-1	g10058
g10059	5.27417144492385	0.842714415579344	0	0.888865645320974	44.8697438181945	3.9984576415958e-07	0	g10059
g10060	7.3340806688291	0.882029265948076	0	0.82125205853742	49.0412619916022	1.8668340434029e-07	0	g10060
g10061	3.04334526924555	0.953739484526392	0	0.590955502775158	22.9422801424134	5.74431621499862e-05	0	g10061
g10062	5.6881180022057	-0.0633556316365551	0	0.995023608508209	0.0290724553563263	0.865921333978761	0	g10062
g10063	6.20410613296522	0.423193974759933	0	0.999998871441501	19.5153705727508	0.000153952418983533	0	g10063
g10064	6.02980216066547	0.0501029155615491	0	0.99999999971829	0.247929298688131	0.622689444557964	0	g10064
g10065	10.8908116187284	0.957136952370893	0	0.7016021163947	143.00710452362	4.05486594680855e-12	0	g10065
g10066	4.47759216679517	-0.0011253509442346	0	1	0.00037155715907839	0.984767077417696	0	g10066
g10067	8.89796313620636	-0.0088770062042105	0	1	0.0513011318882736	0.822571765896047	0	g10067
g10068	6.31050356489426	0.0205421907237806	0	1	0.484100408095657	0.492695088596802	0	g10068
g10069	4.59821755765701	-0.502171094386004	0	0.99999993885234	52.3673475485352	1.04853593322703e-07	0	g10069
g10070	3.35185573264514	-0.0537554281440746	0	0.999999988152763	0.196086113604512	0.661532185037111	0	g10070
g10078	1.90780721069444	0.734899336336009	0	0.898061334255504	13.0491510398143	0.00126249687380297	0	g10078
g10079	2.87108814598924	0.350862990046387	0	0.996663395451416	2.53549548983823	0.123302940855995	0	g10079
g10080	0.193996330977197	1.21627247318284	0.306818621698336	0.382758898371654	2.9773006464121	0.0962143623681175	0	g10080
g10082	1.59448833381491	-0.288000344914761	0	0.994627967579815	1.23299835766152	0.276908985599204	0	g10082
g10083	6.82264025225666	-0.340569095881739	0	0.999999999999196	41.4251187044765	7.77102387916655e-07	0	g10083
g10084	7.2259222027436	0.787629140766458	0	0.980983576640307	65.6578795839003	1.31072803511516e-08	0	g10084
g10085	6.57326502856765	0.0799968974661844	0	1	2.32493725051237	0.139293101389237	0	g10085
g10086	4.63095525301756	-0.549830124687825	0	0.999989118051553	39.661748625088	1.10698783173357e-06	0	g10086
g10087	4.37685445702229	0.798585394209236	0	0.989411184306006	94.5113560470711	3.50802503417843e-10	0	g10087
g10088	3.40105558431198	2.2057511078437	4.62077173217863	4.49568278028459e-05	71.4540257719544	5.81705258832843e-09	1	g10088
g10089	3.86304492808194	-3.26331601772898	-7.96230546563407	9.12438175348537e-09	131.797004908927	1.00154914925006e-11	-1	g10089
g10090	1.23486170536763	-6.90788788080823	-6.85757568608124	1.3466896229701e-07	64.2935327701243	1.59902416434688e-08	-1	g10090
g10091	2.72566773954699	-4.15357286844805	-5.08418650906025	1.31713083894566e-05	44.8415766950889	4.01969719671366e-07	-1	g10091
g10092	7.75016358081454	-0.500468584868402	0	0.999998084863991	33.9705656495428	3.7229011078742e-06	0	g10092
g10093	4.85449997763618	0.297121801449366	0	0.999999999999999	49.7834181203471	1.63770206910051e-07	0	g10093
g10094	4.9475493675111	-0.589940508017265	0	0.999999999822011	195.340607479762	1.1639616392287e-13	0	g10094
g10095	5.65087172175475	-0.270452165869533	0	0.999999999999999	39.2684134390794	1.19949817011425e-06	0	g10095
g10096	5.5101271042168	0.0865557018309131	0	0.999999999901088	0.894557727045466	0.352884329512914	0	g10096
g10098	5.22711733862815	-0.411903334173396	0	0.999999999999498	79.4221884505619	2.05568875356519e-09	0	g10098
g10099	6.08545182581025	0.390084541416034	0	0.999999999991077	51.1439933313908	1.29252810688897e-07	0	g10099
g101	5.31521530878153	-0.477888972330044	0	0.990655706179792	5.2667440385682	0.0299883913565948	0	g101
g10100	7.28675340557833	0.689886012156738	0	0.984738311572539	25.8809225786528	2.61163601741451e-05	0	g10100
g10101	3.97268393894607	-1.04957546042836	-0.427609277929156	0.336214357429415	81.957379296539	1.5012694897286e-09	0	g10101
g10102	1.24633981458886	-1.66592805865676	-2.03204168111475	0.0262002513291939	25.8418190683975	2.63834393214507e-05	0	g10102
g10103	8.28802553195831	-0.148686083417184	0	1	18.7521212410369	0.00019386470393351	0	g10103
g10105	4.04282095108626	-0.655501032428555	0	0.999995271773508	108.420540000868	8.29548369981765e-11	0	g10105
g10106	4.01753435498614	-0.434618720615927	0	0.999999989668255	36.9710567746904	1.93653469843701e-06	0	g10106
g10107	1.68416861415169	3.13240865328058	5.90658186626244	1.51898183141574e-06	75.2815258627335	3.49310928452699e-09	1	g10107
g10108	1.68461732162303	1.86252596234879	0.900197876495064	0.191123931948257	3.7786466853894	0.0627200356993077	0	g10108
g10109	1.57486179032907	-0.975504522822306	0	0.53667797562304	13.7043328714107	0.00100261592378415	0	g10109
g10110	5.23155142017234	0.900737877635938	0	0.850370197126806	92.3480595639103	4.45632654190534e-10	0	g10110
g10111	6.35109037798199	0.362216657812457	0	0.999999965808006	17.7170077663193	0.000266867030202593	0	g10111
g10112	4.49273894096007	-0.35704456475304	0	0.999999898003934	14.9695743840045	0.000650251387852627	0	g10112
g10113	6.6118259228774	-0.222792506616258	0	0.999999998682998	6.36548650021378	0.0180342241025251	0	g10113
g10116	0.681598884838784	-0.807758105941115	0	0.932792288470782	42.1250879354826	6.77058517643453e-07	0	g10116
g10117	5.01234842583754	-0.164145695809385	0	0.999999999999222	6.00677007836428	0.0212290331360459	0	g10117
g10118	6.96755948072239	-0.278706261815302	0	0.999999999999919	28.3527142204255	1.3947883939735e-05	0	g10118
g10119	5.63466439317871	-0.0902345888483627	0	1	4.07103301333208	0.0539718200684148	0	g10119
g10120	6.11901284269926	0.305891335623762	0	1	90.0686441356802	5.76191549852357e-10	0	g10120
g10121	5.5056360976455	0.198735455790708	0	1	28.7388352793818	1.26805101090989e-05	0	g10121
g10122	0.635333325896216	-6.43147840608509	-10.6639040782933	2.49284979074617e-11	159.447596470151	1.19419594093708e-12	-1	g10122
g10123	-1.34256015862324	-4.57379649026762	-6.95604703320759	1.04904476861205e-07	79.2536107306662	2.09967162232358e-09	-1	g10123
g10124	-1.01826643789896	-1.52539206848922	-2.65663441002387	0.00663062381816803	59.492131657427	3.30087611320985e-08	-1	g10124
g10125	3.19720653306909	-5.78632099705216	-9.49129577086804	2.87709462272729e-10	131.659565244973	1.01311614253936e-11	-1	g10125
g10126	3.96057563034712	-0.280305838701114	0	0.999959749088036	3.2975993503166	0.0808388682666167	0	g10126
g10127	4.2850817156405	-1.07107657636983	-0.81614765383874	0.210886037633576	151.260494392999	2.16402536507264e-12	0	g10127
g10128	7.54097325711919	3.53637987467348	7.4140494840249	3.39720398200066e-08	106.856312808149	9.68094160130548e-11	1	g10128
g10131	-0.916170851185694	0.455608836950671	0	0.847101140190114	0.728767026155978	0.401018656729051	0	g10131
g10132	2.5785132843419	-0.568181469827505	0	0.996359886249713	14.6607631177184	0.00072171380610903	0	g10132
g10133	7.13665747851403	1.62328762817438	4.45129262066978	7.04177614244507e-05	134.395966362828	8.07576914132874e-12	1	g10133
g10141	2.10580638623623	-1.25169150792703	-1.75473783707419	0.0454951097828985	76.1521146660098	3.1190193562562e-09	0	g10141
g10142	-0.783085222730643	2.12008693623472	3.27678117032968	0.00147832302678263	38.4679244635626	1.41453114373531e-06	1	g10142
g10143	2.20060615370529	-1.40961646658898	-3.0785331134211	0.00241646938310455	112.236670129345	5.73389178341772e-11	-1	g10143
g10144	5.32516734623419	-0.576920200004293	0	0.99402688010802	13.5696058397302	0.0010509001016045	0	g10144
g10145	4.15556335859035	-0.566892032726799	0	0.999999666517984	72.300232043609	5.18780911587593e-09	0	g10145
g10146	1.54658470993959	-5.22234451201116	-9.67575472074771	1.93504025990599e-10	143.216615564616	3.98923288511231e-12	-1	g10146
g10147	5.57973596073849	-0.639663454857892	0	0.985303437043691	16.7299864766004	0.000364799781471741	0	g10147
g10149	3.68511735416984	1.74557731169004	2.71393977761771	0.00580033750770462	40.3732045737067	9.58602573101716e-07	1	g10149
g10150	3.54444091675439	2.01516685437006	3.62558759341097	0.000610174451132198	51.7969237780366	1.15548965212842e-07	1	g10150
g10152	4.72140324732465	-0.463074154089347	0	0.99999999995281	79.6732188360262	1.99202155494394e-09	0	g10152
g10154	6.23440496224794	0.108686089162795	0	1	10.0844743034915	0.00380390555505648	0	g10154
g10157	0.78387026125575	4.08833772874381	7.81647523723949	1.28949790498606e-08	107.069523065751	9.47824963097137e-11	1	g10157
g10158	7.71164216360088	0.422601232751577	0	0.999999998427469	40.7592055823315	8.87187390248963e-07	0	g10158
g10159	9.17000841639183	1.44111903932616	4.40837389209957	7.88811670145631e-05	207.417286914987	5.78755514138175e-14	1	g10159
g10160	3.97855383765439	1.44013073152968	3.77731674754087	0.000412551254484432	152.759158471175	1.93693818936668e-12	1	g10160
g10161	4.09654710838713	1.39487086118767	2.23436959348889	0.0170994824672274	62.2971036037438	2.15089735421297e-08	0	g10161
g10162	4.65412654249928	-0.538635184129044	0	0.999999750507238	59.5662791823382	3.26311741083396e-08	0	g10162
g10163	5.80296891749674	0.289601132759419	0	1	81.3105465190873	1.62545261556468e-09	0	g10163
g10164	6.37149688818077	0.393416553452796	0	1	129.005968341302	1.26710398708566e-11	0	g10164
g10165	5.25335690667657	-0.431643880765228	0	0.999982475720768	14.2827112215935	0.000820986421104738	0	g10165
g10166	4.70567612727112	0.803766547924136	0	0.941258565558026	43.9594096259804	4.75043124897268e-07	0	g10166
g10169	6.20567348814078	-1.31091256467083	-1.06633621787735	0.147998428059273	20.2143241698951	0.000125111359617281	0	g10169
g1017	4.35510077044056	0.414853768015972	0	0.999893065588141	9.26435964971007	0.00526286769959152	0	g1017
g10170	4.43740161956699	-0.0497159498923461	0	1	1.0530003615982	0.314195580812167	0	g10170
g10172	5.55940950572537	1.20062380272084	1.93438842612567	0.0319649674844847	134.009736227824	8.33643273690031e-12	0	g10172
g10173	6.95398933579438	1.04811475359202	0.346399794877721	0.365903991271158	56.9398592046649	4.93587332814326e-08	0	g10173
g10175	2.1043246869564	1.29529349331679	1.48649267235589	0.0745404876009149	42.5161722757763	6.27279318592738e-07	0	g10175
g10176	1.74429035266702	1.80333801754825	3.94498367471448	0.000266758497237436	78.4238316262893	2.33144397395316e-09	1	g10176
g10177	2.53213502418697	2.53600411767215	6.39230698253645	4.34611062165205e-07	111.385945410847	6.22035759323882e-11	1	g10177
g10178	3.98956563568275	1.19592473766065	0.816765658832965	0.210712511716527	24.8555907537156	3.41947696468797e-05	0	g10178
g10180	2.91800109260704	1.75082372374063	5.02343912726132	1.5464494419212e-05	137.218023747454	6.41773718477739e-12	1	g10180
g10181	2.01445745440738	-0.3270158245025	0	0.999998136251694	8.01973239135745	0.00877737488077384	0	g10181
g10182	3.783640072849	-0.454719320843309	0	0.999446222095638	9.33239774765512	0.00512117774305845	0	g10182
g10183	7.90233551429587	0.29150560128011	0	0.999999999999666	28.4089271255368	1.37551751738421e-05	0	g10183
g10185	6.4896104378064	-0.180107346563187	0	1	20.6292216496986	0.000110793781312614	0	g10185
g10186	4.467834930202	0.82910042493537	0	0.775352124125353	13.8855730805446	0.000941414104684502	0	g10186
g1019	-1.02194988232156	-1.78944559438709	-2.79854754328201	0.00475104604978385	40.2399993856531	9.84664892524442e-07	-1	g1019
g10190	-0.334462891114626	1.31308122399113	0.654691331987167	0.259211080899353	7.53949605862712	0.0107635390649185	0	g10190
g10192	3.85420867867289	-0.402133829647821	0	0.999999301333581	17.430024344235	0.000292022335818104	0	g10192
g10195	1.16193296877277	-0.305370269257065	0	0.999979885584128	4.68615291555931	0.0396931582080663	0	g10195
g102	1.63793532234232	-0.359056762217512	0	0.993421715772358	2.22023691173299	0.148149680403651	0	g102
g1020	3.40587155067691	-1.27797276107284	-1.89474904817585	0.0346045160509642	75.8825834068644	3.23000231178313e-09	0	g1020
g10200	-1.86500156442336	-3.36835872544903	-5.61547296266782	3.24708760174089e-06	63.7843872139972	1.72352072704179e-08	-1	g10200
g10201	-0.847221410705342	2.33852801280557	2.21204236003534	0.0179448475191396	14.9354084049185	0.000657767366789523	0	g10201
g10202	0.289722221746377	2.13477217654869	2.57025690106009	0.00809429556204175	23.3796915835524	5.0923518907107e-05	1	g10202
g10203	6.81301724124222	-1.34205508956914	-4.79970549109022	2.79779352606447e-05	354.631862613886	9.37446290378246e-17	-1	g10203
g10204	3.97535979175983	-0.481019918635114	0	0.999998809308651	30.9308078927265	7.48043380215482e-06	0	g10204
g10205	4.9377869582498	-0.212995178988298	0	0.999999999903737	7.33287364598614	0.0117652637871113	0	g10205
g10209	7.21891806605969	-0.287221944183015	0	0.99999999999994	31.6230426393821	6.359980742667e-06	0	g10209
g10211	6.15941494340829	-0.269647602440084	0	0.999999999999996	33.227020506333	4.4005290921145e-06	0	g10211
g10212	6.37038906544868	0.133790672819186	0	0.999999999999619	3.95692048360313	0.0572112222497264	0	g10212
g10213	5.58252809209115	-3.19929759195519	-13.7962887110546	7.86173749559994e-14	402.778081659924	1.96242900467334e-17	-1	g10213
g10214	3.27483395261477	-0.39997879783692	0	0.999988776959256	11.7608863708817	0.00201310968408676	0	g10214
g10215	5.15109093757739	-1.16486256331979	-0.571733700504548	0.286186948821096	16.3189745186121	0.000416500349410123	0	g10215
g10218	0.169527247041119	1.76585261300349	1.10284915417312	0.140300130313062	6.46622387307944	0.0172350875457974	0	g10218
g10219	4.04990161684631	-0.349481524575101	0	0.999999984489865	17.286525922531	0.000305551650646451	0	g10219
g1022	2.74126224201251	-1.83699337583626	-6.34335984228974	4.92509668589588e-07	193.825019212415	1.27405788339929e-13	-1	g1022
g10220	5.07518512834615	-0.460580903997874	0	0.992285495284655	4.89497441518342	0.0358492337914507	0	g10220
g10221	2.09352470603683	0.267339319475129	0	0.999999660977855	5.60767536211461	0.0255362560784059	0	g10221
g10222	6.34845148159924	0.445850009125563	0	0.99999999998968	79.8627443452363	1.94536059081491e-09	0	g10222
g10223	1.06119950897914	-12.5309124229544	-18.6261558185917	6.24813485170457e-17	409.717492045406	1.58950722811247e-17	-1	g10223
g10225	5.11934731513374	0.185793017950494	0	0.999999999999976	10.9902254490959	0.00268556202384179	0	g10225
g10226	6.38654506876005	-0.200370982433832	0	1	43.3452618003426	5.34307154612208e-07	0	g10226
g10227	5.11987850093119	-0.56480381655026	0	0.999999852565846	78.3351482603953	2.35779829094305e-09	0	g10227
g10229	7.32040296929761	0.260316491718307	0	1	44.0782846495022	4.64412016139421e-07	0	g10229
g1023	2.24921269530521	0.257123895250957	0	0.999999991345693	7.63782757275337	0.010319935963965	0	g1023
g10230	6.1422053932422	0.410812947489609	0	0.999999999999866	88.3683984037494	7.00253612411554e-10	0	g10230
g10231	6.6815229802709	-0.78255666383463	0	0.963645959147323	45.2873068474095	3.69737470125714e-07	0	g10231
g10232	4.31009682841485	0.177271987073142	0	0.99999757086833	1.52195795222956	0.228273145516509	0	g10232
g10234	-0.555744535089152	3.08478754856206	3.25005839356292	0.00158088113466686	23.1264641311609	5.45942570123743e-05	1	g10234
g10235	2.62896277472067	1.15069453797388	0.510748218881169	0.306901527372487	15.2103358047136	0.000599850486796669	0	g10235
g10236	2.63651495752381	2.69002572905512	5.39094469304296	5.85714017786027e-06	73.6302012692663	4.34222306911957e-09	1	g10236
g10237	2.50900950360044	-0.76082209508888	0	0.968853977551307	38.3685649111776	1.44399401206893e-06	0	g10237
g10238	-0.263021251183955	2.82354224316206	7.34110207496385	4.05829238041188e-08	129.205037981374	1.24585087028517e-11	1	g10238
g10239	5.15970538291409	-0.165882493034716	0	1	13.1075096145496	0.00123661968126866	0	g10239
g1024	1.82150959825714	-0.38551350513084	0	0.997810444147338	3.82805152603391	0.0611356747048066	0	g1024
g10240	0.475681049623452	-0.683278823899053	0	0.851330249112552	5.26203205523472	0.0300556637165281	0	g10240
g10241	-3.36417316911611	-5.04756762771971	-7.67153452921975	1.8239511266531e-08	91.5251719376992	4.88662855431794e-10	-1	g10241
g10242	-1.32191407812396	-0.897492176790003	0	0.566794867668474	1.01229237313394	0.323553789364844	0	g10242
g10244	-0.716873405407974	-0.338353902059196	0	0.955452340174685	0.807493004557523	0.377044492505739	0	g10244
g10245	0.787051117724161	-0.149237820005778	0	0.999999863767354	1.44379080307785	0.240272832673636	0	g10245
g10246	5.16372423895215	-0.27153216946649	0	0.999999999983587	16.4235895654875	0.000402629501188895	0	g10246
g10247	6.19957087243378	-0.655111652249757	0	0.999999990979991	229.024764477044	1.80696456110233e-14	0	g10247
g10248	4.78948886112927	-0.309360928543532	0	0.999999999999826	35.6482870402075	2.57273809103853e-06	0	g10248
g1025	5.36510174595958	0.322795270336192	0	0.999999999991209	28.4460996369531	1.36293184243809e-05	0	g1025
g10252	4.28447772769495	0.660615573092991	0	0.999668932178872	56.5143499545971	5.28478908016846e-08	0	g10252
g10256	8.2589174112645	0.205091830699788	0	1	21.6759241044053	8.19559297005375e-05	0	g10256
g10257	-1.67846977377519	-0.0696233317105424	0	0.999757175895194	0.084626197277692	0.773413114521533	0	g10257
g1026	4.59610872417855	-0.265632803720443	0	0.999910543858877	2.48794150297535	0.126717098313873	0	g1026
g10261	-0.923809051864729	-0.092177471103061	0	0.99992013291774	0.196491202255147	0.661205758179913	0	g10261
g10262	5.85000211924251	0.468554230864243	0	0.999999997159789	55.6789862769226	6.04950926151846e-08	0	g10262
g10263	3.74067607899621	-0.0613665159434502	0	1	1.34287612562566	0.256977644296931	0	g10263
g10264	4.09109925649311	-0.598194680565497	0	0.99638667901443	18.8085027277376	0.000190563589077415	0	g10264
g10265	7.309902816057	-2.43544701829732	-11.339583912418	6.56606798633176e-12	370.149592494594	5.5472551901729e-17	-1	g10265
g10266	7.9290782847982	0.543577128570789	0	0.999999990888766	89.9356252806502	5.84988226433536e-10	0	g10266
g10267	4.07606685913184	0.411967755680794	0	0.999996805158794	15.5114744973855	0.000542676584837328	0	g10267
g10268	6.03243168143514	0.422539037102986	0	0.999999999999986	117.812318165006	3.40374098487975e-11	0	g10268
g10269	9.37019077176162	0.360710876068074	0	0.999999999999501	51.5720249880679	1.20083753161741e-07	0	g10269
g1027	-0.281054289103858	-4.7439793675383	-12.8696478251064	3.87832903590058e-13	265.920620182828	3.05970267332089e-15	-1	g1027
g10270	3.06699232040219	-0.390257424751992	0	0.999994617221198	12.0473590960564	0.00181180805124564	0	g10270
g10276	7.1198030772756	-0.389753340991071	0	0.999999987295619	24.962275212297	3.32403036125581e-05	0	g10276
g10277	5.58438835781708	1.75969254741545	4.80656877717276	2.74734998513817e-05	123.956178721564	1.96069873383033e-11	1	g10277
g10278	-0.25881623739085	1.24156141222889	0.656666047055658	0.258561290896063	11.3912246263865	0.00230952014530194	0	g10278
g10279	5.32113447890469	1.34654564698443	0.452981267626018	0.329629385476887	3.09800240216328	0.0900567483154454	0	g10279
g10281	3.78112283458727	1.45867694440928	4.71117189263699	3.53788130039256e-05	224.472072552674	2.28979223695406e-14	1	g10281
g10282	4.2334344354753	0.515759836020106	0	0.999925454204696	22.2603792363312	6.94717466662039e-05	0	g10282
g10283	4.6912536105827	-0.438328010907723	0	0.999991847283417	16.8856777404159	0.000347065109655767	0	g10283
g10284	1.34703294760471	-0.174692326007926	0	0.995246532113653	0.345169800152468	0.561888391427252	0	g10284
g1029	5.71498886228575	0.0249138644950646	0	0.999999999999986	0.139619333505629	0.711665433297763	0	g1029
g10296	-0.534276577853421	-0.760251144722775	0	0.872240587008778	13.5884161977373	0.00104401004794793	0	g10296
g10297	4.410277393723	1.54613241807131	2.62514116540144	0.00713299553125113	55.2335278943202	6.50532221066525e-08	1	g10297
g10298	7.42152732088589	0.817018124076357	0	0.891985721104368	32.042570938683	5.76999917439501e-06	0	g10298
g10299	-1.58852944114397	-5.94682871990453	-12.2930520711661	1.09382870511895e-12	218.391914620899	3.16310730794783e-14	-1	g10299
g103	5.78457967915677	-0.612588046130387	0	0.952277929302861	7.48063559028462	0.0110390349944607	0	g103
g1030	4.42343568083562	0.232767064947231	0	1	27.6068797668197	1.67998066592315e-05	0	g1030
g10300	4.5877014197439	-6.57104323001445	-20.1598108185404	8.78556846448705e-18	565.416524048748	2.88307567026806e-19	-1	g10300
g10301	7.58457111566806	0.153435868765396	0	0.999999997541029	2.38772605484064	0.134282179320198	0	g10301
g10302	9.22957608373665	2.2363132453683	7.14692808205123	6.53596145240274e-08	167.127167102716	7.0001389277281e-13	1	g10302
g10303	5.91137684551015	0.085008016451809	0	1	3.87746959677264	0.0595959324513309	0	g10303
g10304	5.15528709813033	-0.16158264877032	0	1	13.0306928505811	0.00127080322582975	0	g10304
g10305	5.39790766216897	-2.82654945857371	-3.97522301764597	0.000246505650741751	37.8419321172546	1.61160227143107e-06	-1	g10305
g10306	-1.99115128097971	-0.0990933497618121	0	0.953253789182221	0.0116045418029154	0.91503478953109	0	g10306
g10307	2.98537398552278	-1.15326347696184	-0.589878045759729	0.280162098588192	19.7017223692832	0.000145620025549355	0	g10307
g10308	2.34422438241677	-0.907236466747844	0	0.643357402280887	13.1976780543497	0.00119776053237481	0	g10308
g10309	-1.72514776043209	3.08240561987037	2.40484901550751	0.0118011679074716	12.6713985691061	0.00144487080989621	1	g10309
g1031	6.49349939803415	-0.727190692302232	0	0.990253587880985	44.0075939125752	4.70702697175158e-07	0	g1031
g10315	4.72682708957518	0.86949720244668	0	0.867545197776065	57.6137622266985	4.43302335640849e-08	0	g10315
g10318	4.76371859303371	-0.133908659815856	0	0.999997589402317	0.783480818088749	0.384127933565622	0	g10318
g10319	5.4908243943307	-1.84589369015009	-10.0461593514265	8.8442999885999e-11	480.597962146736	2.19825080641897e-18	-1	g10319
g1032	6.02438279732331	-0.0474115804884825	0	1	1.96250777327768	0.172975302147782	0	g1032
g10320	6.73565911774651	0.213996611096815	0	1	24.7166203868266	3.54826673466118e-05	0	g10320
g10321	4.69487447966392	-0.23295672812436	0	0.999999999966563	10.2046767089534	0.00362993840309187	0	g10321
g10324	3.16525155803571	-0.261373076014519	0	0.999999991988353	8.04902336701039	0.00866992761909978	0	g10324
g10325	5.24494759635117	-4.07386728208417	-18.8422797579467	4.62310161386112e-17	623.606198759543	8.41630055028431e-20	-1	g10325
g10326	3.74888490631654	-0.182576665347856	0	0.999999999994676	6.53848820284301	0.0166858281795346	0	g10326
g10327	6.083901982711	-0.611448408136321	0	0.999998043675553	83.5751075108463	1.23322768272e-09	0	g10327
g10328	5.52318691568941	-0.553506430646554	0	0.999959625901422	33.3915815582422	4.23985013200391e-06	0	g10328
g10329	6.64358748930856	-0.154842577670501	0	1	20.5632845419623	0.000112945665702394	0	g10329
g1033	6.76082471023331	-0.118804060715041	0	1	9.71436843387309	0.00439903377238066	0	g1033
g10330	3.147348502059	-0.482753301055239	0	0.999999808965826	39.295904662277	1.19276894100726e-06	0	g10330
g10331	6.55015839994558	-1.01349742731146	-0.12811398232994	0.44951839578649	92.5414646623608	4.36122959841227e-10	0	g10331
g10336	4.88220411573624	-0.511465155292883	0	0.999999989245578	68.2824580485129	9.01631158161362e-09	0	g10336
g10337	0.53206323627793	-2.62830347437264	-6.44849981846235	3.76599567884552e-07	108.342213212394	8.35952668899815e-11	-1	g10337
g10338	2.71747767745095	-0.725751968380244	0	0.996971706427605	62.4450024390083	2.1036791285715e-08	0	g10338
g10339	2.91644022526604	0.294706964351979	0	0.99932158935723	2.24285996078243	0.146180742114298	0	g10339
g1034	4.99885226047603	0.149972089958252	0	0.999999999778697	2.87614814461307	0.101750048902421	0	g1034
g10340	8.26094535923198	-0.529808370749102	0	0.999999850315288	58.9452823321799	3.59431596794368e-08	0	g10340
g10341	5.43521659372121	-0.093392697996868	0	1	4.67147130656722	0.039980220779063	0	g10341
g10342	3.7484866274617	-0.699632053345841	0	0.999899615513584	101.115891572094	1.73417047215333e-10	0	g10342
g10343	2.79220213549965	0.615646565848744	0	0.999801446421457	42.2472234403235	6.61070405602889e-07	0	g10343
g10344	5.0821136760177	-1.9823917471732	-4.01624295940311	0.000221426933250453	65.6824744730793	1.30607501037675e-08	-1	g10344
g10345	5.79813785079765	-0.814340838607753	0	0.938119444575257	48.6555922492472	1.99934197498758e-07	0	g10345
g10347	6.82808634522859	0.453322676677614	0	0.999999999995675	91.8405683984793	4.71663591693664e-10	0	g10347
g10349	4.37665060863178	1.19615829537964	0.802860643097648	0.214638238165466	23.9686897078754	4.33753405139782e-05	0	g10349
g1035	6.01751930531108	-0.65836952590778	0	0.972620228109811	15.0136321176008	0.000640696246205918	0	g1035
g10350	-1.32963800831269	0.162205030032114	0	0.922984132122302	0.0254589228803425	0.874452178366208	0	g10350
g10351	9.26185743170688	0.489497387331589	0	0.999999999932913	95.2598849604348	3.23255058561005e-10	0	g10351
g10352	3.53934295854689	-0.187755923566449	0	0.999999999999344	8.44948413753736	0.00733645401610474	0	g10352
g10353	7.60206474115543	-1.52541669322142	-4.77961487443899	2.95084317803195e-05	192.555116872065	1.37494954272343e-13	-1	g10353
g10354	4.87746381867189	-0.819848305189942	0	0.998073422613483	208.172063670585	5.54698783413961e-14	0	g10354
g10355	5.69438917107365	-1.04055012582871	-0.450837229503677	0.327907422530597	133.838525804214	8.45486562728105e-12	0	g10355
g10356	1.30351715997677	-0.41862887958252	0	0.965728342087055	1.86975660020115	0.183116453241319	0	g10356
g10359	4.45599442133377	0.13229320692863	0	1	7.37022716533763	0.0115768609886777	0	g10359
g1036	7.52643695093075	0.235314366971919	0	0.999999999998222	13.7025546923708	0.00100323732269566	0	g1036
g10360	4.84077416839072	-1.97720509961909	-5.4130000177075	5.52666008102352e-06	119.952154108338	2.80139731411448e-11	-1	g10360
g10361	6.28618496719968	-0.0562832056855527	0	1	2.78772370531455	0.106892266770431	0	g10361
g10362	6.32534720366104	-0.06905360645833	0	1	1.67217916686711	0.207249881630988	0	g10362
g10363	5.08169986885473	-0.133617694992996	0	0.99999999999992	4.51713625020777	0.0431421953861548	0	g10363
g10365	-1.95175322351511	1.86913632317437	2.15152397347003	0.0204113982581821	21.4091060194595	8.84425232294392e-05	0	g10365
g10366	-1.55469981605669	2.67498869120819	4.3958918926518	8.15274133930867e-05	49.2849305563438	1.78801163026516e-07	1	g10366
g10368	-1.21825968016302	2.3663593027322	4.76220845068528	3.09019844370657e-05	68.0218347468692	9.35312847689976e-09	1	g10368
g10369	-1.39193189441034	1.17555725521385	0.50390589515709	0.309269301583352	11.3854155512703	0.00231454056985169	0	g10369
g1037	-1.35993546723558	-0.158477648027025	0	0.999652684927583	0.521611305820613	0.476550531239534	0	g1037
g10371	7.08142044850166	-0.11783060148768	0	1	6.9331608058818	0.0140059122779407	0	g10371
g10373	-0.920508925649088	0.941688792472096	0	0.58826842347908	13.2429481138795	0.00117875145800442	0	g10373
g10374	5.53291389515169	-0.749391570091192	0	0.999663597154052	132.949746756452	9.09948105077838e-12	0	g10374
g10375	6.94594889309909	3.18196570820464	7.02581352170142	8.81909260107307e-08	104.975604775028	1.16849651283728e-10	1	g10375
g10376	5.65199974695364	3.19392501397896	7.00559203693302	9.27306079299817e-08	104.014900491506	1.28772897895088e-10	1	g10376
g10378	4.03822352846262	3.5486664665355	7.52641856631388	2.58664946291485e-08	109.819911560453	7.23600616590223e-11	1	g10378
g10379	2.35031819550167	-0.816521173953321	0	0.94710344699022	55.5753737170642	6.15237211710975e-08	0	g10379
g1038	2.24624418354287	-0.205258078181636	0	0.999999999814766	6.27104784587483	0.018820549858439	0	g1038
g10380	5.99572123175889	-0.0897572624146878	0	1	3.91251845886367	0.0585304030452973	0	g10380
g10381	3.74353438520347	0.494261344109272	0	0.994466514212914	7.13933715433936	0.0127967818201213	0	g10381
