"","BmalevnoBmale","BmalevsfemaleB","BmalevsfemalenoB","BfemalevsnoBfemale","noBmalevsnoBfemale","gene"
"g5773",0,0,0,0,0,"g5773"
"g5774",0,0,0,0,0,"g5774"
"g5775",0,1,1,0,0,"g5775"
"g5776",0,1,1,0,0,"g5776"
"g5777",0,0,0,0,0,"g5777"
"g5778",0,-1,-1,0,-1,"g5778"
"g5779",0,0,0,0,-1,"g5779"
"g578",0,0,0,0,0,"g578"
"g5780",0,0,-1,0,-1,"g5780"
"g5781",0,0,0,0,0,"g5781"
"g5782",0,0,0,0,0,"g5782"
"g5783",0,0,0,0,-1,"g5783"
"g5784",0,0,0,0,-1,"g5784"
"g5785",0,0,0,0,0,"g5785"
"g5786",0,0,0,0,0,"g5786"
"g5787",0,-1,0,0,-1,"g5787"
"g5788",0,0,0,0,0,"g5788"
"g5789",0,0,0,0,0,"g5789"
"g5790",0,0,0,0,0,"g5790"
"g5791",0,0,0,0,0,"g5791"
"g5792",0,0,0,0,0,"g5792"
"g5793",0,0,0,0,0,"g5793"
"g5794",0,0,0,0,0,"g5794"
"g5795",0,0,0,0,0,"g5795"
"g5796",0,0,0,0,0,"g5796"
"g5797",0,0,0,0,0,"g5797"
"g5798",0,0,0,0,0,"g5798"
"g5799",0,0,0,0,0,"g5799"
"g58",0,0,0,0,0,"g58"
"g5800",0,0,0,0,0,"g5800"
"g5801",0,0,0,0,0,"g5801"
"g5802",0,0,0,0,0,"g5802"
"g5803",0,0,0,0,0,"g5803"
"g5804",0,0,0,0,0,"g5804"
"g5805",0,0,0,0,0,"g5805"
"g5807",0,0,0,0,0,"g5807"
"g581",0,0,0,0,0,"g581"
"g5811",0,0,0,0,0,"g5811"
"g5817",0,0,0,0,0,"g5817"
"g5818",0,0,0,0,0,"g5818"
"g5819",0,0,0,0,0,"g5819"
"g5820",0,0,0,0,0,"g5820"
"g5821",0,0,0,0,0,"g5821"
"g5822",0,0,0,0,0,"g5822"
"g5823",0,0,0,0,0,"g5823"
"g5826",0,0,0,0,0,"g5826"
"g5827",0,0,0,0,0,"g5827"
"g5828",0,0,0,0,0,"g5828"
"g5829",0,0,0,0,0,"g5829"
"g583",0,0,0,0,0,"g583"
"g5830",0,1,0,0,0,"g5830"
"g5831",0,1,1,0,1,"g5831"
"g5832",0,1,0,0,0,"g5832"
"g5833",0,0,0,0,0,"g5833"
"g5834",0,0,0,0,0,"g5834"
"g5838",0,0,0,0,0,"g5838"
"g5839",0,0,0,0,0,"g5839"
"g584",0,0,0,0,0,"g584"
"g5840",0,0,0,0,0,"g5840"
"g5841",0,0,0,0,0,"g5841"
"g5842",0,0,0,0,0,"g5842"
"g5843",0,0,0,0,0,"g5843"
"g5844",0,0,0,0,0,"g5844"
"g5845",0,0,0,0,-1,"g5845"
"g5846",0,0,0,0,0,"g5846"
"g5847",0,0,-1,0,-1,"g5847"
"g5848",0,0,0,0,0,"g5848"
"g5849",0,0,0,0,0,"g5849"
"g585",0,0,0,0,0,"g585"
"g5850",0,0,-1,0,-1,"g5850"
"g5851",0,0,0,0,-1,"g5851"
"g5852",0,0,0,0,-1,"g5852"
"g5853",0,0,-1,0,-1,"g5853"
"g5854",0,0,0,0,-1,"g5854"
"g5855",0,0,-1,0,-1,"g5855"
"g5856",0,0,0,0,0,"g5856"
"g5857",0,0,0,0,-1,"g5857"
"g5858",0,1,0,0,0,"g5858"
"g586",0,0,0,0,0,"g586"
"g5861",0,0,1,0,0,"g5861"
"g5862",0,0,0,0,0,"g5862"
"g5863",0,0,0,0,0,"g5863"
"g5864",0,0,0,0,0,"g5864"
"g5865",0,0,0,0,0,"g5865"
"g5867",0,1,1,0,0,"g5867"
"g5868",0,0,0,0,0,"g5868"
"g587",0,0,0,0,0,"g587"
"g5873",0,0,0,0,0,"g5873"
"g5882",0,0,0,0,0,"g5882"
"g5887",0,0,0,0,0,"g5887"
"g5889",0,0,0,0,0,"g5889"
"g589",0,0,0,0,0,"g589"
"g5890",0,0,0,0,-1,"g5890"
"g5892",0,0,0,0,0,"g5892"
"g5893",0,0,0,0,0,"g5893"
"g5894",0,0,0,0,0,"g5894"
"g5895",0,0,0,0,-1,"g5895"
"g5896",0,0,0,0,-1,"g5896"
"g5897",0,0,0,0,0,"g5897"
"g5898",0,0,-1,0,-1,"g5898"
"g5899",0,0,0,0,-1,"g5899"
"g59",0,0,0,0,0,"g59"
"g5909",0,-1,-1,0,-1,"g5909"
"g5910",0,0,0,0,0,"g5910"
"g5913",0,0,0,0,0,"g5913"
"g5914",1,0,1,0,0,"g5914"
"g5915",1,0,1,1,0,"g5915"
"g5916",0,0,1,0,0,"g5916"
"g5917",0,0,0,0,0,"g5917"
"g5918",0,0,0,0,0,"g5918"
"g5919",0,0,0,0,0,"g5919"
"g592",0,0,-1,-1,-1,"g592"
"g5920",0,1,1,0,0,"g5920"
"g5922",0,0,0,0,0,"g5922"
"g5923",0,0,0,0,0,"g5923"
"g5924",0,0,0,0,0,"g5924"
"g5925",0,0,0,0,0,"g5925"
"g5926",0,0,0,0,0,"g5926"
"g5927",0,0,0,0,0,"g5927"
"g5928",0,0,0,0,0,"g5928"
"g5931",0,0,0,0,0,"g5931"
"g5932",0,0,0,0,0,"g5932"
"g5933",0,0,0,0,0,"g5933"
"g5934",0,-1,-1,0,-1,"g5934"
"g5935",0,0,0,0,0,"g5935"
"g5936",0,0,0,0,-1,"g5936"
"g5939",0,0,0,0,0,"g5939"
"g594",0,0,0,0,0,"g594"
"g5940",0,1,0,0,1,"g5940"
"g5941",0,0,0,0,0,"g5941"
"g5942",0,0,0,0,0,"g5942"
"g5943",0,0,0,0,0,"g5943"
"g5944",0,0,0,0,0,"g5944"
"g5945",0,0,0,0,0,"g5945"
"g5946",0,0,0,0,0,"g5946"
"g5947",0,0,0,0,0,"g5947"
"g5948",0,0,0,0,0,"g5948"
"g5949",0,0,0,0,0,"g5949"
"g595",0,0,0,0,0,"g595"
"g5950",0,0,0,0,0,"g5950"
"g5953",0,-1,-1,0,-1,"g5953"
"g5954",0,-1,-1,0,-1,"g5954"
"g5955",0,-1,-1,0,-1,"g5955"
"g5956",0,-1,-1,0,-1,"g5956"
"g5957",0,-1,0,0,-1,"g5957"
"g5958",0,-1,-1,0,-1,"g5958"
"g5959",0,-1,0,0,-1,"g5959"
"g596",0,0,0,0,0,"g596"
"g5960",0,0,0,0,0,"g5960"
"g5962",0,0,1,0,0,"g5962"
"g5964",0,0,0,0,0,"g5964"
"g5965",0,0,0,0,0,"g5965"
"g5966",0,1,0,0,0,"g5966"
"g5967",0,0,0,0,0,"g5967"
"g5968",0,0,0,0,0,"g5968"
"g5969",0,0,0,0,0,"g5969"
"g597",0,0,0,0,0,"g597"
"g5971",0,0,0,0,0,"g5971"
"g5972",0,0,0,0,0,"g5972"
"g5975",0,0,0,0,0,"g5975"
"g5977",0,0,0,0,0,"g5977"
"g5979",0,0,0,0,0,"g5979"
"g598",0,0,0,0,0,"g598"
"g5980",0,0,0,0,0,"g5980"
"g5983",0,0,0,0,0,"g5983"
"g5984",0,0,0,0,0,"g5984"
"g5985",0,0,0,0,0,"g5985"
"g5986",0,0,0,0,0,"g5986"
"g5987",0,0,0,0,0,"g5987"
"g5988",0,1,1,0,1,"g5988"
"g5989",0,0,0,0,0,"g5989"
"g599",0,1,1,0,1,"g599"
"g5990",0,0,0,0,0,"g5990"
"g5991",0,-1,-1,0,-1,"g5991"
"g5992",0,0,0,0,0,"g5992"
"g5993",0,-1,-1,0,-1,"g5993"
"g5994",0,-1,0,0,0,"g5994"
"g5995",0,0,0,0,0,"g5995"
"g5996",0,0,0,0,0,"g5996"
"g5998",0,1,1,0,1,"g5998"
"g5999",0,0,0,0,0,"g5999"
"g60",0,0,0,0,0,"g60"
"g600",0,0,0,0,0,"g600"
"g6000",0,0,0,0,0,"g6000"
"g6001",0,0,0,0,0,"g6001"
"g6002",0,0,0,0,0,"g6002"
"g6003",0,0,0,0,0,"g6003"
"g6004",0,1,1,0,1,"g6004"
"g6005",0,0,0,0,0,"g6005"
"g6006",0,0,0,0,0,"g6006"
"g6007",0,-1,-1,0,-1,"g6007"
"g6008",0,0,0,0,0,"g6008"
"g6009",0,0,0,0,0,"g6009"
"g601",0,0,0,0,0,"g601"
"g6010",0,0,0,0,0,"g6010"
"g6011",0,0,0,0,0,"g6011"
"g6012",0,0,0,0,0,"g6012"
"g6013",0,0,0,0,0,"g6013"
"g6015",0,0,0,0,0,"g6015"
"g6016",0,-1,-1,0,-1,"g6016"
"g6017",0,-1,-1,0,-1,"g6017"
"g6018",0,0,0,0,-1,"g6018"
"g6019",0,0,0,0,0,"g6019"
"g602",0,1,0,0,0,"g602"
"g6020",0,0,0,0,0,"g6020"
"g6021",0,0,0,0,0,"g6021"
"g6022",0,0,0,0,0,"g6022"
"g6023",0,0,0,0,0,"g6023"
"g6024",0,0,0,0,0,"g6024"
"g6025",0,0,0,0,0,"g6025"
"g6027",0,0,-1,0,-1,"g6027"
"g6028",0,0,0,0,0,"g6028"
"g603",0,0,0,0,0,"g603"
"g6030",0,1,1,0,1,"g6030"
"g6031",0,0,0,0,0,"g6031"
"g6032",0,1,1,0,1,"g6032"
"g6033",0,0,0,0,0,"g6033"
"g6034",0,1,1,0,1,"g6034"
"g6035",0,0,0,0,0,"g6035"
"g6036",0,1,1,0,1,"g6036"
"g6037",0,1,1,0,1,"g6037"
"g6038",0,0,0,0,0,"g6038"
"g6039",0,0,0,0,0,"g6039"
"g604",0,0,0,0,0,"g604"
"g6041",0,0,0,0,0,"g6041"
"g6042",0,0,0,0,0,"g6042"
"g6043",0,0,0,0,0,"g6043"
"g6044",0,1,1,0,1,"g6044"
"g6045",0,0,0,0,0,"g6045"
"g6046",0,1,1,0,1,"g6046"
"g6047",0,0,0,0,0,"g6047"
"g6048",0,0,0,0,0,"g6048"
"g6049",0,0,0,0,0,"g6049"
"g605",0,0,0,0,0,"g605"
"g6050",0,1,1,0,1,"g6050"
"g6051",0,1,0,0,1,"g6051"
"g6052",0,0,0,0,0,"g6052"
"g6053",0,-1,-1,0,-1,"g6053"
"g6054",0,0,0,0,0,"g6054"
"g6055",0,0,0,0,0,"g6055"
"g6056",1,0,1,1,0,"g6056"
"g6057",0,0,0,0,0,"g6057"
"g6058",0,-1,0,0,-1,"g6058"
"g6059",0,0,0,0,0,"g6059"
"g606",0,0,0,0,-1,"g606"
"g6060",0,-1,-1,0,-1,"g6060"
"g6061",0,-1,-1,0,-1,"g6061"
"g6062",0,0,0,0,0,"g6062"
"g6063",0,0,0,0,0,"g6063"
"g6064",0,-1,0,0,0,"g6064"
"g6065",0,-1,0,0,0,"g6065"
"g6066",0,-1,0,0,-1,"g6066"
"g6067",1,0,1,1,0,"g6067"
"g6068",0,0,0,0,0,"g6068"
"g6069",0,-1,0,0,-1,"g6069"
"g607",0,0,0,0,0,"g607"
"g6070",0,0,-1,0,0,"g6070"
"g6071",0,-1,0,0,-1,"g6071"
"g6072",0,0,0,0,0,"g6072"
"g6073",0,0,0,0,-1,"g6073"
"g6074",0,0,0,0,-1,"g6074"
"g6075",0,0,0,0,0,"g6075"
"g6076",0,0,0,0,0,"g6076"
"g6077",0,0,0,0,0,"g6077"
"g6078",0,0,0,0,0,"g6078"
"g608",0,0,0,0,0,"g608"
"g6080",0,1,1,0,1,"g6080"
"g6081",0,0,1,0,0,"g6081"
"g6082",0,0,0,0,0,"g6082"
"g6083",0,0,0,0,0,"g6083"
"g6084",0,0,0,0,0,"g6084"
"g6085",0,0,0,0,0,"g6085"
"g6086",0,1,1,0,1,"g6086"
"g6087",0,0,0,0,0,"g6087"
"g6088",0,0,0,0,0,"g6088"
"g6089",0,0,0,0,0,"g6089"
"g609",0,0,0,0,0,"g609"
"g6090",0,0,0,0,0,"g6090"
"g6091",0,0,0,0,0,"g6091"
"g6092",0,0,0,0,0,"g6092"
"g6093",0,0,0,0,0,"g6093"
"g6094",0,0,0,0,0,"g6094"
"g6095",0,0,0,0,0,"g6095"
"g6097",0,0,0,0,0,"g6097"
"g6098",0,1,1,0,1,"g6098"
"g6099",0,0,0,0,0,"g6099"
"g61",0,0,0,0,0,"g61"
"g610",0,0,0,0,0,"g610"
"g6100",0,0,0,0,0,"g6100"
"g6101",0,0,0,0,0,"g6101"
"g6102",0,0,0,0,0,"g6102"
"g6103",0,0,0,0,0,"g6103"
"g6104",0,1,1,0,0,"g6104"
"g6105",0,0,0,0,0,"g6105"
"g6106",0,0,0,0,0,"g6106"
"g6107",0,0,0,0,0,"g6107"
"g6108",0,1,1,0,1,"g6108"
"g6109",0,0,0,0,0,"g6109"
"g611",0,0,0,0,0,"g611"
"g6110",0,1,1,0,1,"g6110"
"g6111",0,0,0,0,0,"g6111"
"g6112",0,0,0,0,0,"g6112"
"g6113",0,0,-1,0,0,"g6113"
"g6114",0,0,0,0,0,"g6114"
"g6115",0,0,0,0,0,"g6115"
"g6116",0,0,0,0,0,"g6116"
"g6117",0,0,0,0,0,"g6117"
"g6118",0,0,0,0,0,"g6118"
"g6119",0,0,0,0,-1,"g6119"
"g612",0,0,0,0,0,"g612"
"g6120",0,0,0,0,0,"g6120"
"g6121",0,0,0,0,-1,"g6121"
"g6122",0,0,0,0,0,"g6122"
"g6123",0,0,1,0,0,"g6123"
"g6124",0,0,0,0,0,"g6124"
"g6125",0,0,0,0,0,"g6125"
"g6126",0,1,1,0,1,"g6126"
"g6127",0,1,1,0,1,"g6127"
"g6128",0,1,1,0,1,"g6128"
"g6129",0,1,1,0,1,"g6129"
"g613",0,0,0,0,0,"g613"
"g6130",0,1,1,0,1,"g6130"
"g6131",0,0,0,0,0,"g6131"
"g6132",0,0,0,0,0,"g6132"
"g6135",0,0,0,0,0,"g6135"
"g6136",0,0,0,0,0,"g6136"
"g6137",0,0,0,0,0,"g6137"
"g6138",0,0,0,0,0,"g6138"
"g6139",0,0,0,0,0,"g6139"
"g614",0,0,0,0,0,"g614"
"g6140",0,0,0,0,0,"g6140"
"g6141",0,0,0,0,0,"g6141"
"g6142",0,0,0,0,1,"g6142"
"g6143",0,1,1,0,1,"g6143"
"g6144",0,0,0,0,0,"g6144"
"g6145",0,0,-1,0,-1,"g6145"
"g6146",0,0,0,0,0,"g6146"
"g6147",0,0,0,0,0,"g6147"
"g6148",0,1,1,0,1,"g6148"
"g6149",0,0,0,0,0,"g6149"
"g6150",0,0,0,0,0,"g6150"
"g6151",0,0,0,0,0,"g6151"
"g6152",0,-1,-1,0,-1,"g6152"
"g6153",0,0,0,0,0,"g6153"
"g6154",0,0,-1,0,-1,"g6154"
"g6155",0,1,1,0,1,"g6155"
"g6156",0,0,0,0,0,"g6156"
"g6157",0,1,1,0,1,"g6157"
"g6158",0,-1,-1,0,-1,"g6158"
"g6159",0,0,0,0,0,"g6159"
"g6160",0,0,0,0,0,"g6160"
"g6161",0,0,0,0,0,"g6161"
"g6162",0,1,1,0,1,"g6162"
"g6163",0,0,-1,0,-1,"g6163"
"g6164",0,0,0,0,0,"g6164"
"g6165",0,0,0,0,0,"g6165"
"g6166",0,0,0,0,1,"g6166"
"g6167",0,0,0,0,0,"g6167"
"g6168",0,0,0,0,0,"g6168"
"g6169",0,0,0,0,0,"g6169"
"g6170",0,0,0,0,0,"g6170"
"g6171",1,0,1,1,0,"g6171"
"g6173",0,1,0,0,0,"g6173"
"g6174",0,0,0,0,-1,"g6174"
"g6175",0,0,-1,-1,-1,"g6175"
"g6176",1,0,1,0,0,"g6176"
"g6177",0,0,0,0,0,"g6177"
"g6178",0,0,0,0,0,"g6178"
"g6179",0,0,1,0,0,"g6179"
"g6180",0,0,0,0,0,"g6180"
"g6181",0,0,0,0,0,"g6181"
"g6182",0,0,0,0,0,"g6182"
"g6183",0,0,0,0,0,"g6183"
"g6184",0,0,0,0,0,"g6184"
"g6185",0,0,0,0,0,"g6185"
"g6186",0,0,0,0,0,"g6186"
"g6187",0,0,0,0,0,"g6187"
"g6188",0,0,0,0,0,"g6188"
"g619",0,-1,-1,0,-1,"g619"
"g6190",0,0,0,0,0,"g6190"
"g6191",0,0,0,0,0,"g6191"
"g6192",0,0,0,0,0,"g6192"
"g6193",0,0,0,0,0,"g6193"
"g6194",-1,0,0,0,1,"g6194"
"g6195",0,0,0,0,0,"g6195"
"g6197",0,0,0,0,0,"g6197"
"g6198",0,0,0,0,0,"g6198"
"g6199",0,0,-1,0,0,"g6199"
"g62",0,0,0,0,0,"g62"
"g620",0,0,0,0,0,"g620"
"g6200",0,0,0,0,0,"g6200"
"g6202",0,0,0,0,0,"g6202"
"g6203",0,0,-1,0,-1,"g6203"
"g6204",0,0,0,0,0,"g6204"
"g6205",0,0,-1,0,-1,"g6205"
"g6206",0,0,0,0,-1,"g6206"
"g6207",0,0,-1,0,-1,"g6207"
"g6209",0,0,0,0,-1,"g6209"
"g6210",1,0,1,1,0,"g6210"
"g6211",0,0,0,0,0,"g6211"
"g6212",0,1,1,0,1,"g6212"
"g6213",0,0,0,0,0,"g6213"
"g6214",0,0,-1,0,-1,"g6214"
"g6215",0,0,0,0,0,"g6215"
"g6217",0,0,0,0,0,"g6217"
"g6218",0,1,1,0,1,"g6218"
"g6219",0,-1,0,0,-1,"g6219"
"g6220",0,0,0,0,0,"g6220"
"g6221",0,0,0,0,0,"g6221"
"g6222",0,0,0,0,0,"g6222"
"g6223",0,0,0,0,0,"g6223"
"g6224",0,0,0,0,0,"g6224"
"g6225",0,0,0,0,0,"g6225"
"g6227",0,0,0,0,0,"g6227"
"g6228",0,0,0,0,0,"g6228"
"g6229",0,0,0,0,0,"g6229"
"g6230",0,0,0,0,0,"g6230"
"g6231",0,0,0,0,0,"g6231"
"g6232",0,0,0,0,0,"g6232"
"g6233",0,0,0,0,0,"g6233"
"g6234",0,1,1,0,1,"g6234"
"g6235",0,0,0,0,0,"g6235"
"g6236",0,1,1,0,1,"g6236"
"g6237",0,0,0,0,0,"g6237"
"g6238",0,0,0,0,1,"g6238"
"g6239",0,0,0,0,0,"g6239"
"g6240",0,0,0,0,0,"g6240"
"g6241",0,0,1,0,0,"g6241"
"g6242",0,0,0,0,0,"g6242"
"g6243",0,0,0,0,0,"g6243"
"g6245",0,0,0,0,0,"g6245"
"g6246",0,0,0,0,0,"g6246"
"g6247",0,0,0,0,0,"g6247"
"g6248",0,0,0,0,0,"g6248"
"g6249",0,0,0,0,0,"g6249"
"g6250",0,1,1,0,1,"g6250"
"g6251",0,0,0,0,0,"g6251"
"g6252",0,0,0,0,0,"g6252"
"g6253",0,0,0,0,0,"g6253"
"g6254",0,0,0,0,0,"g6254"
"g6255",0,0,0,0,0,"g6255"
"g6256",0,0,0,0,0,"g6256"
"g6257",0,0,0,0,0,"g6257"
"g6258",0,0,0,0,0,"g6258"
"g6259",0,0,-1,0,-1,"g6259"
"g6260",0,0,0,0,0,"g6260"
"g6261",0,0,0,0,0,"g6261"
"g6262",0,0,0,0,0,"g6262"
"g6263",0,0,0,0,0,"g6263"
"g6264",0,0,0,0,0,"g6264"
"g6265",0,0,0,0,0,"g6265"
"g6266",0,0,0,0,0,"g6266"
"g6267",0,0,0,0,0,"g6267"
"g6268",0,0,0,0,0,"g6268"
"g6269",0,0,0,0,0,"g6269"
"g627",1,1,1,0,0,"g627"
"g6271",0,0,0,0,0,"g6271"
"g6272",0,0,0,0,0,"g6272"
"g6274",0,0,0,0,0,"g6274"
"g6275",0,0,0,0,0,"g6275"
"g6276",0,0,0,0,0,"g6276"
"g6277",0,0,0,0,0,"g6277"
"g6278",0,0,0,0,0,"g6278"
"g628",0,0,0,0,0,"g628"
"g6280",0,1,1,0,1,"g6280"
"g6282",0,0,0,0,0,"g6282"
"g6283",0,0,0,0,-1,"g6283"
"g6284",0,0,0,0,-1,"g6284"
"g6285",0,0,0,0,0,"g6285"
"g6286",0,0,0,0,0,"g6286"
"g6287",0,0,0,0,0,"g6287"
"g6288",0,1,1,0,1,"g6288"
"g6289",0,0,0,0,0,"g6289"
"g629",0,0,0,0,0,"g629"
"g6290",0,0,0,0,0,"g6290"
"g6291",0,0,0,0,0,"g6291"
"g6292",0,0,0,0,0,"g6292"
"g6293",0,0,0,0,0,"g6293"
"g6294",0,0,0,0,0,"g6294"
"g6295",0,0,1,0,0,"g6295"
"g6296",0,0,0,0,0,"g6296"
"g6297",0,0,1,0,0,"g6297"
"g6298",0,0,0,0,0,"g6298"
"g63",0,0,0,0,0,"g63"
"g631",0,0,0,0,0,"g631"
"g6311",0,0,0,0,0,"g6311"
"g6312",0,0,1,0,1,"g6312"
"g6313",0,0,0,0,0,"g6313"
"g6314",0,0,0,0,0,"g6314"
"g6315",0,0,0,0,0,"g6315"
"g6317",0,0,0,0,0,"g6317"
"g6318",0,-1,0,0,-1,"g6318"
"g6319",0,0,0,0,-1,"g6319"
"g632",0,0,0,0,0,"g632"
"g6320",0,0,-1,0,-1,"g6320"
"g6321",0,0,0,0,0,"g6321"
"g6322",0,0,0,0,0,"g6322"
"g6323",0,0,0,0,0,"g6323"
"g6324",0,0,0,0,0,"g6324"
"g6325",0,0,0,0,0,"g6325"
"g6326",0,0,0,0,0,"g6326"
"g6327",0,0,0,0,0,"g6327"
"g6329",-1,0,-1,-1,0,"g6329"
"g6330",0,0,0,0,0,"g6330"
"g6331",0,0,0,0,0,"g6331"
"g6332",0,0,0,0,0,"g6332"
"g6333",0,0,0,0,0,"g6333"
"g6334",0,0,0,0,0,"g6334"
"g6335",0,0,0,0,0,"g6335"
"g6336",0,0,0,0,0,"g6336"
"g6337",0,0,0,0,0,"g6337"
"g6338",0,0,0,0,0,"g6338"
"g6339",0,0,0,0,0,"g6339"
"g634",0,0,0,0,0,"g634"
"g6340",0,0,0,0,0,"g6340"
"g6341",0,0,0,0,0,"g6341"
"g6342",0,0,0,0,0,"g6342"
"g6343",0,0,0,0,0,"g6343"
"g6346",0,0,0,0,0,"g6346"
"g6347",0,1,1,0,1,"g6347"
"g6348",0,0,0,0,0,"g6348"
"g6349",0,0,0,0,0,"g6349"
"g6350",0,0,0,0,0,"g6350"
"g6351",0,0,0,0,0,"g6351"
"g6352",0,0,0,0,0,"g6352"
"g6353",0,0,0,0,0,"g6353"
"g6354",0,0,0,0,0,"g6354"
"g6355",0,0,0,0,0,"g6355"
"g6356",0,0,0,0,0,"g6356"
"g6357",0,0,0,0,0,"g6357"
"g6358",0,0,0,0,0,"g6358"
"g6359",0,0,0,0,0,"g6359"
"g636",0,0,0,0,0,"g636"
"g6360",0,0,0,0,0,"g6360"
"g6361",0,0,0,0,0,"g6361"
"g6362",0,0,0,0,0,"g6362"
"g6363",0,0,0,0,0,"g6363"
"g6365",0,0,0,0,0,"g6365"
"g6366",0,0,0,0,0,"g6366"
"g6367",0,0,0,0,0,"g6367"
"g6368",0,0,0,0,0,"g6368"
"g6369",0,0,0,0,0,"g6369"
"g6370",0,0,0,0,0,"g6370"
"g6371",0,0,0,0,0,"g6371"
"g6372",0,-1,-1,0,-1,"g6372"
"g6373",0,0,0,0,0,"g6373"
"g6374",0,0,0,0,0,"g6374"
"g6375",0,0,0,0,1,"g6375"
"g6376",0,0,0,0,0,"g6376"
"g6377",0,-1,-1,0,-1,"g6377"
"g6378",0,0,0,0,0,"g6378"
"g6379",0,0,0,0,0,"g6379"
"g6380",0,0,0,0,0,"g6380"
"g6381",0,0,0,0,0,"g6381"
"g6382",0,0,0,0,0,"g6382"
"g6383",0,0,0,0,0,"g6383"
"g6384",0,0,0,0,0,"g6384"
"g6385",0,0,0,0,0,"g6385"
"g6386",0,0,0,0,0,"g6386"
"g6387",0,0,0,0,0,"g6387"
"g6388",-1,0,0,0,1,"g6388"
"g6390",0,0,0,0,0,"g6390"
"g6393",0,1,1,0,1,"g6393"
"g6396",1,0,1,1,0,"g6396"
"g6398",0,0,0,0,0,"g6398"
"g6399",0,0,0,0,0,"g6399"
"g64",0,0,0,0,0,"g64"
"g640",0,0,0,0,0,"g640"
"g6400",0,0,0,0,0,"g6400"
"g6401",0,0,0,0,0,"g6401"
"g6402",0,0,0,0,0,"g6402"
"g6403",0,0,0,0,0,"g6403"
"g6404",0,0,0,0,0,"g6404"
"g6405",0,0,0,0,0,"g6405"
"g6406",0,0,0,0,0,"g6406"
"g6407",0,0,0,0,0,"g6407"
"g6408",0,0,0,0,0,"g6408"
"g6409",0,0,0,0,0,"g6409"
"g6410",0,0,0,0,0,"g6410"
"g6411",0,0,0,0,0,"g6411"
"g6412",0,0,0,0,0,"g6412"
"g6413",0,0,0,0,0,"g6413"
"g6414",0,0,0,0,0,"g6414"
"g6415",0,0,0,0,0,"g6415"
"g6420",0,0,0,0,0,"g6420"
"g6421",0,0,0,0,0,"g6421"
"g6422",0,-1,-1,0,-1,"g6422"
"g6423",0,0,0,0,0,"g6423"
"g6426",0,0,0,0,0,"g6426"
"g6427",0,0,0,0,0,"g6427"
"g6430",0,0,0,0,0,"g6430"
"g6432",0,0,0,0,0,"g6432"
"g6434",0,1,0,0,1,"g6434"
"g6435",0,1,1,0,1,"g6435"
"g6439",0,0,0,0,0,"g6439"
"g644",0,0,0,0,0,"g644"
"g6440",0,0,0,0,0,"g6440"
"g6441",0,0,0,0,-1,"g6441"
"g6442",0,-1,-1,0,-1,"g6442"
"g6443",0,1,1,0,1,"g6443"
"g6444",0,-1,-1,0,-1,"g6444"
"g6446",0,0,0,0,0,"g6446"
"g6447",0,0,0,0,0,"g6447"
"g6448",0,0,0,0,0,"g6448"
"g6449",0,0,0,0,0,"g6449"
"g645",0,-1,0,0,-1,"g645"
"g6450",0,0,0,0,0,"g6450"
"g6451",0,0,0,0,0,"g6451"
"g6452",0,0,-1,0,0,"g6452"
"g6453",0,0,-1,0,-1,"g6453"
"g6454",0,0,0,0,-1,"g6454"
"g6455",0,0,0,0,-1,"g6455"
"g6456",0,0,0,0,-1,"g6456"
"g6457",0,0,0,0,0,"g6457"
"g6458",0,0,0,0,0,"g6458"
"g6459",0,0,0,0,0,"g6459"
"g646",0,-1,-1,0,-1,"g646"
"g6460",0,0,0,0,0,"g6460"
"g6461",0,0,0,0,0,"g6461"
"g6466",0,1,1,0,0,"g6466"
"g6468",0,0,0,0,0,"g6468"
"g6471",0,0,0,0,0,"g6471"
"g6472",0,0,0,0,0,"g6472"
"g6473",0,0,0,0,0,"g6473"
"g6474",0,0,0,0,0,"g6474"
"g6475",0,0,0,0,0,"g6475"
"g6476",0,0,0,0,0,"g6476"
"g6484",0,0,0,0,0,"g6484"
"g6485",0,0,0,0,0,"g6485"
"g6487",0,0,0,0,0,"g6487"
"g6488",0,0,0,0,0,"g6488"
"g6489",0,0,0,0,0,"g6489"
"g6490",0,0,0,0,0,"g6490"
"g6491",0,0,0,0,0,"g6491"
"g65",0,0,0,0,0,"g65"
"g650",1,0,1,1,0,"g650"
"g6501",0,0,0,0,1,"g6501"
"g6503",0,0,0,0,0,"g6503"
"g6509",0,1,1,0,1,"g6509"
"g651",0,0,0,0,0,"g651"
"g6520",0,0,0,0,0,"g6520"
"g6521",0,0,0,0,0,"g6521"
"g6522",0,-1,-1,0,-1,"g6522"
"g6523",0,0,0,0,0,"g6523"
"g6524",0,0,0,0,-1,"g6524"
"g6525",1,0,1,1,0,"g6525"
"g6526",0,0,0,0,0,"g6526"
"g6527",0,0,0,0,0,"g6527"
"g6528",0,0,0,0,0,"g6528"
"g6529",0,1,1,0,0,"g6529"
"g653",0,0,0,0,0,"g653"
"g6530",0,0,0,0,0,"g6530"
"g6531",0,0,0,0,0,"g6531"
"g6532",0,0,0,0,0,"g6532"
"g6533",0,0,0,0,0,"g6533"
"g6534",0,1,0,0,0,"g6534"
"g6535",0,0,0,0,0,"g6535"
"g6536",0,0,0,0,0,"g6536"
"g6537",0,0,0,0,0,"g6537"
"g6538",0,0,0,0,0,"g6538"
