"","BmalevnoBmale","BmalevsfemaleB","BmalevsfemalenoB","BfemalevsnoBfemale","noBmalevsnoBfemale","gene"
"g10780",0,-1,-1,0,-1,"g10780"
"g10781",0,1,1,0,1,"g10781"
"g10782",0,0,0,0,0,"g10782"
"g10783",0,-1,-1,0,-1,"g10783"
"g10784",0,-1,-1,0,-1,"g10784"
"g10785",0,0,-1,0,-1,"g10785"
"g10786",1,0,0,0,-1,"g10786"
"g10787",0,-1,0,0,-1,"g10787"
"g10788",0,-1,-1,0,-1,"g10788"
"g10789",0,-1,0,0,-1,"g10789"
"g10790",0,-1,-1,0,-1,"g10790"
"g10791",0,0,0,0,0,"g10791"
"g10792",0,0,0,0,0,"g10792"
"g10793",0,-1,-1,0,-1,"g10793"
"g10794",0,0,0,0,0,"g10794"
"g10795",0,-1,-1,0,-1,"g10795"
"g10796",0,-1,-1,0,-1,"g10796"
"g10797",0,-1,-1,0,-1,"g10797"
"g10798",0,-1,-1,0,-1,"g10798"
"g108",0,0,0,0,0,"g108"
"g1080",0,0,0,0,0,"g1080"
"g10800",-1,0,-1,-1,0,"g10800"
"g10801",0,0,0,0,0,"g10801"
"g10802",0,0,0,0,0,"g10802"
"g10803",0,0,0,0,0,"g10803"
"g10804",0,0,0,0,0,"g10804"
"g10805",0,0,0,0,0,"g10805"
"g10806",0,0,0,0,0,"g10806"
"g10807",0,0,0,0,0,"g10807"
"g10808",0,0,0,0,0,"g10808"
"g10809",0,0,0,0,0,"g10809"
"g1081",0,0,0,0,0,"g1081"
"g10810",0,0,0,0,0,"g10810"
"g10811",0,1,1,0,1,"g10811"
"g10812",0,0,0,0,0,"g10812"
"g10813",0,0,0,0,0,"g10813"
"g10814",0,0,0,0,0,"g10814"
"g10815",0,0,0,0,0,"g10815"
"g10816",0,0,0,0,0,"g10816"
"g10817",0,0,0,0,0,"g10817"
"g10819",0,1,1,0,1,"g10819"
"g10820",0,1,1,0,1,"g10820"
"g10821",0,1,1,0,1,"g10821"
"g10822",0,1,1,0,1,"g10822"
"g10823",0,0,0,0,0,"g10823"
"g10824",0,0,0,0,0,"g10824"
"g10825",0,0,0,0,0,"g10825"
"g10826",0,0,0,0,0,"g10826"
"g10827",0,0,0,0,0,"g10827"
"g10828",0,0,0,0,0,"g10828"
"g10829",0,0,0,0,0,"g10829"
"g10830",0,0,0,0,0,"g10830"
"g10831",0,0,0,0,0,"g10831"
"g10832",0,-1,-1,0,-1,"g10832"
"g10833",0,0,0,0,0,"g10833"
"g10834",0,0,0,0,0,"g10834"
"g10835",0,0,0,0,0,"g10835"
"g10837",0,0,0,0,0,"g10837"
"g10838",0,0,0,0,0,"g10838"
"g10839",0,0,0,0,0,"g10839"
"g10840",0,0,0,0,0,"g10840"
"g10841",0,0,0,0,0,"g10841"
"g10843",0,0,0,0,0,"g10843"
"g10845",0,0,0,0,0,"g10845"
"g10846",0,0,0,0,0,"g10846"
"g10847",0,0,0,0,0,"g10847"
"g10848",0,0,0,0,0,"g10848"
"g10849",0,0,0,0,0,"g10849"
"g10850",0,0,0,0,0,"g10850"
"g10851",0,0,0,0,0,"g10851"
"g10852",0,0,0,0,-1,"g10852"
"g10853",0,0,0,0,1,"g10853"
"g10854",0,0,-1,0,-1,"g10854"
"g10855",0,0,0,0,0,"g10855"
"g10856",0,-1,-1,0,-1,"g10856"
"g10857",0,-1,0,0,-1,"g10857"
"g10858",0,0,0,0,0,"g10858"
"g10859",0,-1,-1,0,-1,"g10859"
"g1086",0,0,0,0,0,"g1086"
"g10860",0,0,-1,0,-1,"g10860"
"g10862",0,0,0,0,0,"g10862"
"g10863",0,0,-1,0,-1,"g10863"
"g10864",0,0,0,0,0,"g10864"
"g10865",0,1,1,0,1,"g10865"
"g10866",0,0,0,0,0,"g10866"
"g10867",0,0,0,0,0,"g10867"
"g10868",0,0,0,0,0,"g10868"
"g10869",0,0,0,0,0,"g10869"
"g10872",0,0,0,0,0,"g10872"
"g10873",0,0,0,0,0,"g10873"
"g10874",0,0,0,0,0,"g10874"
"g10876",0,0,0,0,0,"g10876"
"g10877",0,0,0,0,0,"g10877"
"g10878",0,0,0,0,0,"g10878"
"g10879",0,0,0,0,0,"g10879"
"g1088",0,0,0,0,0,"g1088"
"g10880",0,0,0,0,0,"g10880"
"g10881",0,0,0,0,0,"g10881"
"g10882",0,0,0,0,0,"g10882"
"g10883",0,0,0,0,-1,"g10883"
"g10884",0,1,0,0,0,"g10884"
"g10885",0,0,0,0,0,"g10885"
"g10886",0,0,0,0,0,"g10886"
"g10887",0,0,0,0,0,"g10887"
"g10888",0,0,0,0,0,"g10888"
"g10889",0,0,0,0,0,"g10889"
"g10890",0,0,0,0,0,"g10890"
"g10891",0,0,0,0,0,"g10891"
"g10892",0,0,0,0,0,"g10892"
"g10893",0,0,0,0,0,"g10893"
"g10894",0,1,1,0,1,"g10894"
"g10895",0,1,1,0,1,"g10895"
"g10896",0,0,0,0,0,"g10896"
"g10897",0,0,0,0,0,"g10897"
"g10898",0,0,0,0,0,"g10898"
"g10899",0,0,0,0,0,"g10899"
"g1090",0,1,1,0,1,"g1090"
"g10900",0,0,0,0,0,"g10900"
"g10901",0,0,0,0,0,"g10901"
"g10903",0,0,0,0,0,"g10903"
"g10904",0,0,0,0,0,"g10904"
"g10905",0,0,0,0,0,"g10905"
"g10906",0,0,0,0,0,"g10906"
"g10907",0,0,0,0,0,"g10907"
"g10908",0,0,0,0,0,"g10908"
"g10909",0,-1,0,0,-1,"g10909"
"g1091",0,0,0,0,0,"g1091"
"g10910",0,0,0,0,0,"g10910"
"g10911",0,0,0,0,0,"g10911"
"g10912",0,0,0,0,0,"g10912"
"g10913",0,0,0,0,0,"g10913"
"g10914",0,0,0,0,0,"g10914"
"g10915",0,0,0,0,0,"g10915"
"g10916",1,0,1,1,0,"g10916"
"g10917",0,0,0,0,0,"g10917"
"g10918",0,0,0,0,0,"g10918"
"g10919",0,0,0,0,0,"g10919"
"g10920",0,0,0,0,0,"g10920"
"g10921",0,0,0,0,0,"g10921"
"g10922",0,0,0,0,0,"g10922"
"g10923",0,0,0,0,0,"g10923"
"g10924",0,0,0,0,1,"g10924"
"g10925",0,0,0,0,0,"g10925"
"g10926",0,0,0,0,0,"g10926"
"g10927",0,-1,0,0,0,"g10927"
"g10928",0,0,0,0,0,"g10928"
"g1093",0,0,0,0,0,"g1093"
"g10931",0,0,0,0,0,"g10931"
"g10932",0,0,0,0,0,"g10932"
"g10933",0,-1,-1,0,-1,"g10933"
"g10934",0,-1,-1,0,-1,"g10934"
"g10935",0,0,-1,0,0,"g10935"
"g10936",0,-1,0,0,0,"g10936"
"g10937",0,-1,-1,0,-1,"g10937"
"g10938",0,0,0,0,0,"g10938"
"g1094",0,0,0,0,0,"g1094"
"g10941",0,0,0,0,0,"g10941"
"g10942",0,0,0,0,0,"g10942"
"g10945",0,0,0,0,-1,"g10945"
"g10947",0,0,0,0,1,"g10947"
"g10948",0,0,0,0,0,"g10948"
"g10949",0,0,0,0,0,"g10949"
"g10950",0,0,0,0,0,"g10950"
"g10957",0,0,0,0,0,"g10957"
"g1096",0,0,0,0,0,"g1096"
"g10961",1,0,1,1,0,"g10961"
"g10965",0,0,0,0,0,"g10965"
"g10967",0,0,0,0,0,"g10967"
"g10968",1,0,1,1,0,"g10968"
"g10969",0,0,0,0,0,"g10969"
"g1097",0,-1,-1,0,-1,"g1097"
"g10972",0,0,0,0,0,"g10972"
"g10974",0,0,0,0,0,"g10974"
"g10977",0,0,-1,0,-1,"g10977"
"g10978",0,-1,-1,0,-1,"g10978"
"g10979",0,-1,-1,0,-1,"g10979"
"g1098",0,0,0,0,0,"g1098"
"g10980",0,-1,-1,0,-1,"g10980"
"g10981",0,1,1,0,1,"g10981"
"g10982",0,0,0,0,-1,"g10982"
"g10983",0,0,0,0,0,"g10983"
"g1099",0,0,0,0,0,"g1099"
"g10993",0,0,0,0,0,"g10993"
"g10997",0,0,0,0,0,"g10997"
"g10999",0,0,0,0,0,"g10999"
"g1100",0,0,0,0,0,"g1100"
"g11000",-1,0,0,0,0,"g11000"
"g11002",0,0,0,0,0,"g11002"
"g1101",0,0,0,0,0,"g1101"
"g11012",0,0,0,0,0,"g11012"
"g11013",0,0,0,0,0,"g11013"
"g11018",0,0,0,0,0,"g11018"
"g11020",0,0,0,0,0,"g11020"
"g11021",0,0,0,0,0,"g11021"
"g11022",0,0,0,0,0,"g11022"
"g11024",0,0,0,0,0,"g11024"
"g11025",0,0,0,0,0,"g11025"
"g11026",0,-1,0,0,0,"g11026"
"g11027",0,1,1,0,1,"g11027"
"g11028",0,0,0,0,0,"g11028"
"g11029",0,0,0,0,0,"g11029"
"g1103",0,0,0,0,0,"g1103"
"g11039",0,0,0,0,0,"g11039"
"g1104",0,0,0,0,0,"g1104"
"g11040",0,0,0,0,0,"g11040"
"g11042",0,0,0,0,0,"g11042"
"g11043",0,0,0,0,0,"g11043"
"g11044",0,0,0,0,0,"g11044"
"g11045",0,0,0,0,0,"g11045"
"g11047",0,0,1,0,0,"g11047"
"g11049",0,0,0,0,0,"g11049"
"g1105",0,0,0,0,0,"g1105"
"g11057",0,0,0,0,0,"g11057"
"g11058",0,0,0,0,0,"g11058"
"g1106",0,0,0,0,0,"g1106"
"g11064",0,0,0,0,0,"g11064"
"g11066",0,-1,-1,0,-1,"g11066"
"g11067",0,0,0,0,0,"g11067"
"g11068",0,0,0,0,0,"g11068"
"g11069",0,0,0,0,0,"g11069"
"g11073",0,0,0,0,0,"g11073"
"g11074",0,0,0,0,0,"g11074"
"g11075",0,0,0,0,0,"g11075"
"g11077",0,0,0,0,0,"g11077"
"g11078",0,0,0,0,0,"g11078"
"g11079",0,0,0,0,0,"g11079"
"g1108",0,0,0,0,0,"g1108"
"g11080",0,0,0,0,0,"g11080"
"g11081",0,0,0,0,0,"g11081"
"g11082",0,0,0,0,0,"g11082"
"g11084",0,0,0,0,0,"g11084"
"g11085",0,0,0,0,0,"g11085"
"g11086",0,0,0,0,0,"g11086"
"g11087",0,0,0,0,0,"g11087"
"g11088",0,0,0,0,-1,"g11088"
"g1109",0,0,0,0,1,"g1109"
"g11090",0,0,0,0,0,"g11090"
"g11091",0,0,0,0,-1,"g11091"
"g11092",0,0,0,0,-1,"g11092"
"g11093",0,0,0,0,0,"g11093"
"g11094",0,0,0,0,0,"g11094"
"g11096",0,0,0,0,-1,"g11096"
"g11097",0,0,0,0,-1,"g11097"
"g11098",0,-1,-1,0,-1,"g11098"
"g11099",0,0,0,0,0,"g11099"
"g111",0,-1,0,0,0,"g111"
"g1110",0,0,0,0,0,"g1110"
"g11101",0,0,0,0,0,"g11101"
"g11102",0,0,0,0,0,"g11102"
"g11103",0,-1,0,0,-1,"g11103"
"g11104",0,-1,-1,0,-1,"g11104"
"g11105",0,-1,-1,0,-1,"g11105"
"g11106",0,0,0,0,0,"g11106"
"g11107",0,0,0,0,0,"g11107"
"g11108",0,0,0,0,0,"g11108"
"g11109",0,0,0,0,0,"g11109"
"g1111",0,0,0,0,0,"g1111"
"g11110",0,0,0,0,-1,"g11110"
"g11111",0,0,0,0,0,"g11111"
"g11112",0,0,0,0,0,"g11112"
"g11113",0,1,1,0,1,"g11113"
"g11114",0,1,1,0,1,"g11114"
"g11115",0,1,1,0,1,"g11115"
"g11116",0,0,0,0,0,"g11116"
"g11117",0,0,0,0,-1,"g11117"
"g1112",0,0,0,0,0,"g1112"
"g11121",0,0,0,0,0,"g11121"
"g11122",-1,0,0,0,1,"g11122"
"g11123",0,0,0,0,0,"g11123"
"g11124",0,0,0,0,0,"g11124"
"g11125",0,0,0,0,0,"g11125"
"g11126",0,0,0,0,0,"g11126"
"g11127",0,0,0,0,0,"g11127"
"g11128",0,0,0,0,0,"g11128"
"g11129",0,0,0,0,0,"g11129"
"g11130",0,0,1,0,1,"g11130"
"g11131",0,0,0,0,-1,"g11131"
"g11132",0,0,0,0,0,"g11132"
"g11133",0,0,0,0,0,"g11133"
"g11134",0,0,0,0,0,"g11134"
"g11135",0,0,-1,0,-1,"g11135"
"g11136",0,0,-1,0,0,"g11136"
"g11137",0,0,0,0,0,"g11137"
"g11140",0,1,1,0,1,"g11140"
"g11141",0,0,0,0,0,"g11141"
"g11146",0,0,0,0,0,"g11146"
"g11147",1,1,1,0,0,"g11147"
"g11151",0,0,0,0,0,"g11151"
"g11153",0,0,0,0,0,"g11153"
"g11154",0,0,0,0,0,"g11154"
"g11155",0,0,0,0,0,"g11155"
"g11156",0,0,0,0,0,"g11156"
"g11157",0,0,0,0,0,"g11157"
"g11158",0,0,-1,0,-1,"g11158"
"g11159",0,0,0,0,0,"g11159"
"g11160",0,0,0,0,0,"g11160"
"g11161",0,0,0,0,0,"g11161"
"g11162",0,0,0,0,0,"g11162"
"g11163",0,0,0,0,0,"g11163"
"g11164",0,0,0,0,0,"g11164"
"g11165",0,0,0,0,0,"g11165"
"g11166",0,0,0,0,0,"g11166"
"g11167",0,0,-1,0,-1,"g11167"
"g11168",0,0,0,0,-1,"g11168"
"g11170",0,0,0,0,-1,"g11170"
"g11171",0,0,0,0,0,"g11171"
"g11173",0,0,0,0,0,"g11173"
"g11178",0,0,0,0,0,"g11178"
"g11179",0,0,0,0,0,"g11179"
"g1118",0,0,0,0,0,"g1118"
"g11180",0,0,0,0,0,"g11180"
"g11181",0,0,0,0,0,"g11181"
"g11182",0,0,0,0,0,"g11182"
"g11183",0,0,0,0,0,"g11183"
"g11184",0,1,1,0,1,"g11184"
"g11185",0,0,0,0,0,"g11185"
"g11186",0,0,0,0,-1,"g11186"
"g11187",0,1,0,0,1,"g11187"
"g11189",0,0,0,0,0,"g11189"
"g11190",0,0,0,0,0,"g11190"
"g11191",0,0,0,0,0,"g11191"
"g11192",0,0,0,0,0,"g11192"
"g11193",0,0,0,0,0,"g11193"
"g11194",0,0,0,0,0,"g11194"
"g11195",0,0,0,0,0,"g11195"
"g11196",0,0,0,0,0,"g11196"
"g11197",0,1,1,0,1,"g11197"
"g11198",0,0,0,0,0,"g11198"
"g11199",0,0,0,0,0,"g11199"
"g112",0,0,0,0,0,"g112"
"g1120",0,0,0,0,0,"g1120"
"g11200",0,0,0,0,0,"g11200"
"g11201",0,0,0,0,0,"g11201"
"g11202",0,0,0,0,0,"g11202"
"g11203",0,0,0,0,0,"g11203"
"g11204",0,0,0,0,0,"g11204"
"g11205",0,0,1,0,1,"g11205"
"g11206",0,0,0,0,0,"g11206"
"g11207",0,0,0,0,1,"g11207"
"g11208",0,0,0,0,0,"g11208"
"g11209",0,0,0,0,0,"g11209"
"g1121",0,0,0,0,0,"g1121"
"g11210",0,0,0,0,0,"g11210"
"g11211",0,0,0,0,0,"g11211"
"g11212",0,0,0,0,0,"g11212"
"g11213",0,0,0,0,0,"g11213"
"g11214",0,0,0,0,0,"g11214"
"g11215",0,0,0,0,0,"g11215"
"g11216",0,0,0,0,0,"g11216"
"g11217",0,0,0,0,0,"g11217"
"g11218",0,0,0,0,0,"g11218"
"g11219",0,0,0,0,0,"g11219"
"g11220",0,0,0,0,0,"g11220"
"g11221",0,0,0,0,0,"g11221"
"g11222",0,0,0,0,0,"g11222"
"g11223",0,0,0,0,0,"g11223"
"g11224",0,0,0,0,0,"g11224"
"g11225",0,0,0,0,0,"g11225"
"g11226",0,0,0,0,0,"g11226"
"g11228",0,1,1,0,1,"g11228"
"g11229",0,0,0,0,0,"g11229"
"g1123",0,0,0,0,0,"g1123"
"g11232",0,1,1,0,1,"g11232"
"g11233",0,0,0,0,0,"g11233"
"g11234",0,0,0,0,0,"g11234"
"g11235",0,0,0,0,0,"g11235"
"g11236",0,0,0,0,0,"g11236"
"g11237",0,0,0,0,0,"g11237"
"g11238",0,0,0,0,0,"g11238"
"g11239",0,0,0,0,0,"g11239"
"g1124",1,1,1,0,0,"g1124"
"g11240",0,0,0,0,0,"g11240"
"g11242",0,0,0,0,0,"g11242"
"g11243",0,0,1,0,0,"g11243"
"g11244",0,1,1,0,0,"g11244"
"g11245",0,0,0,0,0,"g11245"
"g11249",0,-1,-1,0,-1,"g11249"
"g1125",1,1,1,0,0,"g1125"
"g11258",0,0,0,0,0,"g11258"
"g1126",1,1,1,0,0,"g1126"
"g11262",0,0,0,0,0,"g11262"
"g11263",0,0,0,0,0,"g11263"
"g1127",1,1,1,0,0,"g1127"
"g11271",0,0,0,0,0,"g11271"
"g11272",0,0,0,0,0,"g11272"
"g11276",0,0,0,0,0,"g11276"
"g11277",0,0,0,0,0,"g11277"
"g11278",0,1,1,0,1,"g11278"
"g11279",0,1,1,0,1,"g11279"
"g1128",1,0,1,1,0,"g1128"
"g11280",0,0,0,0,0,"g11280"
"g11281",0,0,0,0,0,"g11281"
"g11282",0,0,0,0,0,"g11282"
"g11283",0,0,0,0,-1,"g11283"
"g11284",0,0,0,0,0,"g11284"
"g11285",0,-1,-1,0,-1,"g11285"
"g11286",0,0,0,0,-1,"g11286"
"g11287",0,-1,-1,0,-1,"g11287"
"g11288",0,0,0,0,0,"g11288"
"g11289",0,0,0,0,0,"g11289"
"g1129",0,0,0,0,0,"g1129"
"g11290",0,0,0,0,0,"g11290"
"g11291",0,-1,0,0,0,"g11291"
"g11292",0,-1,-1,0,-1,"g11292"
"g11293",0,-1,-1,0,-1,"g11293"
"g11295",0,0,0,0,0,"g11295"
"g11296",0,0,0,0,0,"g11296"
"g11297",0,0,0,0,0,"g11297"
"g11298",0,0,0,0,0,"g11298"
"g11299",0,0,0,0,0,"g11299"
"g113",0,1,1,0,1,"g113"
"g1130",0,0,0,0,0,"g1130"
"g11300",0,0,0,0,0,"g11300"
"g11301",0,0,0,0,0,"g11301"
"g11302",0,0,0,0,0,"g11302"
"g11306",0,0,0,0,0,"g11306"
"g1131",0,0,0,0,0,"g1131"
"g11313",0,0,0,0,0,"g11313"
"g11316",0,0,0,0,0,"g11316"
"g11317",0,0,0,0,0,"g11317"
"g11318",0,0,0,0,0,"g11318"
"g11319",0,0,0,0,0,"g11319"
"g1132",0,0,0,0,-1,"g1132"
"g11320",0,0,0,0,0,"g11320"
"g11322",0,1,1,0,1,"g11322"
"g11325",0,1,1,0,1,"g11325"
"g11329",0,1,1,0,1,"g11329"
"g1133",0,0,0,0,-1,"g1133"
"g11330",0,-1,-1,0,-1,"g11330"
"g11331",0,0,0,0,0,"g11331"
"g11332",0,0,0,0,-1,"g11332"
"g11333",0,0,0,0,0,"g11333"
"g11334",0,0,0,0,0,"g11334"
"g11335",0,0,0,0,0,"g11335"
"g11336",0,0,1,0,0,"g11336"
"g11337",0,0,0,0,0,"g11337"
"g11338",0,-1,0,0,0,"g11338"
"g11339",0,0,0,0,0,"g11339"
"g1134",0,0,-1,0,-1,"g1134"
"g11340",0,0,0,0,0,"g11340"
"g11341",0,0,0,0,0,"g11341"
"g11342",0,0,0,0,0,"g11342"
"g11343",0,-1,-1,0,-1,"g11343"
"g11344",0,0,0,0,0,"g11344"
"g11345",0,0,0,0,0,"g11345"
"g11347",0,0,0,0,0,"g11347"
"g11348",0,-1,-1,0,-1,"g11348"
"g11349",0,0,-1,0,-1,"g11349"
"g1135",0,-1,-1,0,-1,"g1135"
"g11350",0,-1,-1,0,-1,"g11350"
"g11351",0,0,0,0,0,"g11351"
"g11352",0,-1,-1,0,-1,"g11352"
"g11353",0,0,0,0,0,"g11353"
"g11354",0,0,0,0,0,"g11354"
"g11356",0,0,0,0,0,"g11356"
"g11357",0,0,0,0,0,"g11357"
"g11358",0,0,0,0,0,"g11358"
"g11359",0,0,0,0,0,"g11359"
"g1136",0,0,0,0,0,"g1136"
"g11360",0,0,0,0,0,"g11360"
"g11362",0,0,0,0,0,"g11362"
"g11364",0,0,0,0,0,"g11364"
"g11365",0,0,0,0,-1,"g11365"
"g11366",0,0,0,0,-1,"g11366"
"g11367",0,1,1,0,1,"g11367"
"g11368",0,-1,-1,0,0,"g11368"
"g11369",0,0,0,0,0,"g11369"
"g1137",0,-1,0,0,-1,"g1137"
"g11370",0,0,0,0,0,"g11370"
"g11371",1,0,1,0,0,"g11371"
"g11372",1,0,1,1,0,"g11372"
"g11373",0,0,0,0,0,"g11373"
"g11377",0,0,-1,0,-1,"g11377"
"g11378",0,-1,-1,0,-1,"g11378"
"g11379",0,0,0,0,0,"g11379"
"g1138",0,0,0,0,0,"g1138"
"g11380",0,0,0,0,0,"g11380"
"g11381",0,-1,-1,0,-1,"g11381"
"g11383",0,0,0,0,0,"g11383"
"g11384",0,0,0,0,0,"g11384"
"g11385",0,0,0,0,0,"g11385"
"g11386",0,1,1,0,1,"g11386"
"g11387",0,0,0,0,0,"g11387"
"g11388",0,0,0,0,0,"g11388"
"g11389",0,0,0,0,0,"g11389"
"g1139",0,0,0,0,0,"g1139"
"g11390",0,0,0,0,0,"g11390"
"g11391",0,0,0,0,0,"g11391"
"g11392",0,0,0,0,0,"g11392"
"g11393",0,0,0,0,0,"g11393"
"g11394",0,-1,0,0,-1,"g11394"
"g11395",0,0,0,0,0,"g11395"
"g11396",0,0,0,0,-1,"g11396"
"g11397",0,0,0,0,0,"g11397"
"g11398",0,0,0,0,0,"g11398"
"g11399",0,0,-1,0,0,"g11399"
"g114",0,1,1,0,1,"g114"
"g1140",0,0,0,0,0,"g1140"
"g11400",0,0,0,0,0,"g11400"
"g11401",0,0,0,0,0,"g11401"
"g11402",0,0,0,0,-1,"g11402"
"g11403",0,0,0,0,0,"g11403"
"g11404",0,0,0,0,0,"g11404"
"g11405",0,0,0,0,0,"g11405"
"g11406",0,0,0,0,0,"g11406"
"g11407",0,0,0,0,0,"g11407"
"g11408",0,0,0,0,0,"g11408"
"g11409",0,0,0,0,0,"g11409"
"g11410",0,0,0,0,0,"g11410"
"g11412",0,0,0,0,0,"g11412"
"g11413",0,0,0,0,0,"g11413"
"g11414",0,0,0,0,0,"g11414"
"g11415",0,0,0,0,0,"g11415"
"g11416",0,0,0,0,0,"g11416"
"g11417",0,0,0,0,0,"g11417"
"g11418",0,1,1,0,1,"g11418"
"g11419",0,0,0,0,0,"g11419"
"g1142",0,0,0,0,-1,"g1142"
"g11420",0,0,0,0,0,"g11420"
"g11421",0,0,0,0,0,"g11421"
"g11422",0,0,0,0,0,"g11422"
"g11423",0,0,0,0,0,"g11423"
"g11424",0,0,0,0,0,"g11424"
"g11425",0,-1,-1,0,0,"g11425"
"g11426",0,0,0,0,0,"g11426"
"g11427",0,0,0,0,0,"g11427"
"g11428",0,0,0,0,0,"g11428"
"g11429",0,-1,-1,0,-1,"g11429"
"g1143",0,0,0,0,0,"g1143"
"g11430",0,0,0,0,0,"g11430"
"g11431",0,-1,-1,0,-1,"g11431"
"g11432",0,-1,0,0,-1,"g11432"
"g11433",0,0,0,0,0,"g11433"
"g11434",0,0,0,0,0,"g11434"
"g11435",0,0,0,0,0,"g11435"
"g11436",0,0,0,0,0,"g11436"
"g11437",0,0,0,0,0,"g11437"
"g11438",0,0,0,0,0,"g11438"
"g11439",0,0,0,0,0,"g11439"
"g1144",0,0,0,0,0,"g1144"
"g11440",0,0,0,0,0,"g11440"
"g11441",0,0,0,0,0,"g11441"
"g11442",0,0,0,0,0,"g11442"
"g11443",0,1,1,0,1,"g11443"
"g11444",0,0,0,0,0,"g11444"
"g11445",0,0,0,0,0,"g11445"
"g11446",0,1,0,0,0,"g11446"
"g11447",0,0,0,0,0,"g11447"
"g11448",0,0,0,0,0,"g11448"
"g11449",0,0,1,0,0,"g11449"
"g1145",0,0,0,0,0,"g1145"
"g11450",0,0,0,0,0,"g11450"
"g11452",0,1,0,0,0,"g11452"
"g11453",0,0,0,0,0,"g11453"
"g11454",0,1,1,0,1,"g11454"
"g11456",0,0,0,0,0,"g11456"
"g11457",0,0,0,0,0,"g11457"
"g11458",0,0,-1,0,-1,"g11458"
"g11459",0,0,0,0,0,"g11459"
"g1146",0,-1,-1,0,-1,"g1146"
"g11460",0,0,0,0,-1,"g11460"
"g11461",0,0,0,0,0,"g11461"
"g11462",0,1,1,0,1,"g11462"
"g11463",0,1,1,0,1,"g11463"
"g11466",0,1,1,0,1,"g11466"
"g11467",0,1,1,0,1,"g11467"
"g11468",0,-1,-1,0,-1,"g11468"
"g11469",0,0,0,0,0,"g11469"
"g1147",0,0,0,0,0,"g1147"
"g11470",0,0,0,0,0,"g11470"
"g11471",0,1,1,0,1,"g11471"
"g11472",0,0,0,0,0,"g11472"
"g11473",0,0,0,0,0,"g11473"
"g11474",0,0,1,0,1,"g11474"
"g11475",0,0,0,0,0,"g11475"
"g11477",0,0,0,0,0,"g11477"
"g11478",0,0,0,0,0,"g11478"
"g11479",0,-1,-1,0,-1,"g11479"
"g1148",0,0,0,0,0,"g1148"
"g11483",0,0,0,0,0,"g11483"
"g11488",0,0,0,0,0,"g11488"
"g1149",0,0,0,0,0,"g1149"
"g11491",0,0,0,0,0,"g11491"
"g11492",0,0,0,0,0,"g11492"
"g11493",0,0,0,0,0,"g11493"
"g11494",0,0,0,0,0,"g11494"
"g11496",0,0,0,0,0,"g11496"
"g11498",0,0,0,0,0,"g11498"
"g11499",0,0,0,0,0,"g11499"
"g115",0,0,0,0,0,"g115"
"g1150",0,1,1,0,1,"g1150"
"g11500",0,0,0,0,0,"g11500"
"g11504",0,0,0,0,0,"g11504"
"g11508",0,1,1,0,1,"g11508"
"g1151",0,0,0,0,0,"g1151"
"g11514",0,0,0,0,0,"g11514"
"g11517",0,1,1,0,0,"g11517"
"g1152",0,1,1,0,1,"g1152"
"g11528",0,0,0,0,0,"g11528"
"g1153",0,1,1,0,1,"g1153"
"g11536",0,1,1,0,1,"g11536"
"g11537",0,0,0,0,0,"g11537"
"g11539",0,1,1,0,1,"g11539"
"g1154",0,0,0,0,0,"g1154"
"g11540",0,0,0,0,0,"g11540"
"g11542",0,0,0,0,0,"g11542"
"g11543",0,0,0,0,0,"g11543"
"g11544",0,0,0,0,0,"g11544"
"g11545",0,0,0,0,0,"g11545"
"g11546",0,0,0,0,0,"g11546"
"g11547",0,0,0,0,0,"g11547"
"g11548",0,-1,-1,0,-1,"g11548"
"g11549",0,0,0,0,0,"g11549"
"g1155",0,0,0,0,0,"g1155"
"g11550",0,1,1,0,1,"g11550"
"g11551",0,0,0,0,0,"g11551"
"g11552",0,0,0,0,0,"g11552"
"g11553",0,1,1,0,1,"g11553"
"g11554",0,0,0,0,0,"g11554"
"g11555",0,0,0,0,0,"g11555"
"g11557",0,0,0,0,0,"g11557"
"g11558",0,0,0,0,0,"g11558"
"g11559",0,1,1,0,1,"g11559"
"g1156",0,0,0,0,0,"g1156"
"g11560",0,0,0,0,0,"g11560"
"g11561",0,-1,0,0,-1,"g11561"
"g11562",0,-1,-1,0,-1,"g11562"
"g11563",0,-1,0,0,-1,"g11563"
"g11564",0,0,0,0,0,"g11564"
"g11565",0,0,0,0,0,"g11565"
"g11566",0,0,0,0,0,"g11566"
"g11567",0,0,0,0,0,"g11567"
"g11568",0,0,0,0,0,"g11568"
"g11569",0,0,0,0,0,"g11569"
"g1157",-1,0,0,-1,1,"g1157"
"g11570",0,0,0,0,0,"g11570"
"g11571",0,0,0,0,0,"g11571"
"g11572",0,0,0,0,0,"g11572"
"g11573",0,0,0,0,0,"g11573"
"g11574",0,0,0,0,0,"g11574"
"g11575",0,-1,-1,0,-1,"g11575"
"g11576",0,0,0,0,0,"g11576"
"g11577",0,0,0,0,0,"g11577"
"g11579",0,-1,-1,0,-1,"g11579"
"g1158",0,0,0,0,0,"g1158"
"g11580",0,0,0,0,0,"g11580"
"g11581",0,0,0,0,0,"g11581"
"g11582",0,0,0,0,0,"g11582"
"g11583",0,0,0,0,0,"g11583"
"g11584",0,0,0,0,0,"g11584"
"g11585",0,0,0,0,0,"g11585"
"g11586",0,0,0,0,0,"g11586"
"g11587",0,0,0,0,0,"g11587"
